phrase,en,pronunciation,id
日月,Sun and moon,rì yuè,358
邀请赛,Invitational Competition,yāo qǐng sài,359
云集,Gathering,yún jí,360
行车,Driving,xíng chē,361
责成,Enjoin,zé chéng,362
畅销,Best selling,chàng xiāo,363
风浪,Wind and waves,fēng làng,364
江水,river water,jiāng shuǐ,365
实习,internship,shí xí,366
未卜,unforeseen,wèi bǔ,367
兴致勃勃,be in the best of spirits,xìng zhì bó bó,368
肮脏,dirty,āng zāng,369
工作日,weekdays,gōng zuò rì,370
古迹,Historical Site,gǔ jì,371
克制,Restraint,kè zhì,372
菱,Ling,líng,373
清单,detailed list,qīng dān,374
山沟,Ravine,shān gōu,375
西边,west,xī biān,376
小儿,children,xiǎo ér,377
一条龙,One stop,yī tiáo lóng,378
正中,middle,zhèng zhōng,379
庄稼人,Farmer,zhuāng jià rén,380
衬,lining,chèn,381
创伤,trauma,chuāng shāng,382
及早,at an early date,jí zǎo,383
经销,Distribution,jīng xiāo,384
牧场,pasture,mù chǎng,385
同级,Same level,tóng jí,386
外债,foreign debt,wài zhài,387
柴油,diesel oil,chái yóu,388
负债,liabilities,fù zhài,389
老远,far away,lǎo yuǎn,390
力图,Try hard,lì tú,391
漆黑,pitch dark,qī hēi,392
身体力行,set an example by personally taking part,shēn tǐ lì xíng,393
产地,Place of Origin,chǎn dì,394
长叹,long sigh,cháng tàn,395
窗帘,window curtains,chuāng lián,396
激励机制,excitation mechanism,jī lì jī zhì,397
联名,jointly,lián míng,398
史诗,epic,shǐ shī,399
板块,plate,bǎn kuài,400
编辑部,Editorial Office,biān jí bù,401
尘土,dust,chén tǔ,402
发誓,swear,fā shì,403
聆听,listen,líng tīng,404
屡屡,Repeatedly,lv3 lv3,405
通电,Power on,tōng diàn,406
铜牌,Bronze medal,tóng pái,407
畜禽,"livestock ",chù qín,408
废墟,ruins,fèi xū,409
抚养,raise,fǔ yǎng,410
轨迹,trajectory,guǐ jì,411
红包,Red envelopes,hóng bāo,412
腊,Wax,là,413
勺,spoon,sháo,414
时段,time interval,shí duàn,415
想象力,imagination,xiǎng xiàng lì,416
饮酒,drink wine,yǐn jiǔ,417
果真,if really,guǒ zhēn,418
煎,Fried,jiān,419
开战,make war,kāi zhàn,420
夸大,exaggerate,kuā dà,421
锣,Gong,luó,422
实绩,Achievements,shí jì,423
坦白,Confession,tǎn bái,424
一心一意,Wholeheartedly,yī xīn yī yì,425
支流,tributary,zhī liú,426
老爹,Daddy,lǎo diē,427
水产品,aquatic product,shuǐ chǎn pǐn,428
糟糕,too bad,zāo gāo,429
报废,Scrap,bào fèi,430
搏斗,fight,bó dòu,431
功勋,Meritorious service,gōng xūn,432
患病,be ill,huàn bìng,433
俨然,As if,yǎn rán,434
诱人,Alluring,yòu rén,435
不复,No more,bù fù,436
个子,height,gè zi,437
互为,Mutual,hù wéi,438
话音,one &apos;s voice in speech,huà yīn,439
手帕,Handkerchief,shǒu pà,440
坦率,frank,tǎn shuài,441
天主教,Catholicism,tiān zhǔ jiào,442
卫生间,TOILET,wèi shēng jiān,443
自主权,Autonomy,zì zhǔ quán,444
合唱,chorus,hé chàng,445
及至,Until,jí zhì,446
疗法,therapy,liáo fǎ,447
人造,artificial,rén zào,448
想念,miss,xiǎng niàn,449
东欧,Eastern Europe,dōng ōu,450
汇聚,Convergence,huì jù,451
精湛,exquisite,jīng zhàn,452
默然,silent,mò rán,453
实情,truth,shí qíng,454
市场体系,Market system,shì chǎng tǐ xì,455
照射,to beam,zhào shè,456
争相,competing,zhēng xiāng,457
暗地,secretly,àn dì,458
丑闻,scandal,chǒu wén,459
顾不得,unable to take care of,gù bù dé,460
火烧,destroy by fire,huǒ shāo,461
全运会,National Games,quán yùn huì,462
谭,Tan,tán,463
步兵,infantry,bù bīng,464
出声,Make a sound,chū shēng,465
楷模,model,kǎi mó,466
空间站,space station,kōng jiān zhàn,467
炉子,stove,lú zǐ,468
说服力,persuasiveness,shuō fú lì,469
中资,Chinese investment,zhōng zī,470
终点,End,zhōng diǎn,471
撞击,to hit,zhuàng jī,472
总指挥,Commander in chief,zǒng zhǐ huī,473
昂扬,High spirited,áng yáng,474
麻子,Pockmarked seeds,má zi,475
免不了,It&apos;s inevitable,miǎn bu liǎo,476
宁愿,would rather,nìng yuàn,477
天性,nature,tiān xìng,478
通告,announcement,tōng gào,479
无权,have no right,wú quán,480
杂志社,Magazine,zá zhì shè,481
败坏,Corruption,bài huài,482
成年,adult,chéng nián,483
倒退,Retrogression,dào tuì,484
怜悯,pity,lián mǐn,485
烈,Strong,liè,486
锣鼓,Gongs and drums,luó gǔ,487
舒,Shu,shū,488
玄,Mystery,xuán,489
个体户,self-employed person,gè tǐ hù,490
机票,plane ticket,jī piào,491
芦苇,reed,lú wěi,492
哪能,How can I,nǎ néng,493
特殊性,specific characteristics,tè shū xìng,494
超前,leading,chāo qián,495
出线,Outgoing line,chū xiàn,496
赶赴,"rushed ",gǎn fù,497
巨人,giant,jù rén,498
录音,sound recording,lù yīn,499
面容,person &apos;s face,miàn róng,500
煽动,incite,shān dòng,501
作曲家,composer,zuò qǔ jiā,502
大将,General,dà jiàng,503
滇,Yunnan,diān,504
浮躁,Impetuous,fú zào,505
积压,a backlog,jī yā,506
听从,obey,tīng cóng,507
许诺,promise,xǔ nuò,508
摇晃,Shaking,yáo huàng,509
移送,Transfer,yí sòng,510
冰冷,icy,bīng lěng,511
察觉,detect,chá jué,512
纪录片,documentary,jì lù piàn,513
喀布尔,Kabul,kā bù ěr,514
人才市场,Talent market,rén cái shì chǎng,515
扮,Pretend to be,bàn,516
采矿,mining,cǎi kuàng,517
帝王,emperor,dì wáng,518
深山,remote mountains,shēn shān,519
驮,Piggyback,tuó,520
惋惜,Sorry,wǎn xī,521
营运,Operation,yíng yùn,522
优待,Preferential treatment,yōu dài,523
淡薄,Weak,dàn bó,524
点缀,Embellishment,diǎn zhuì,525
桂花,sweet-scented osmanthus,guì huā,526
急促,In a hurry,jí cù,527
紧缩,tighten,jǐn suō,528
凝结,coagulation,níng jié,529
破裂,fracture,pò liè,530
入股,Shares,rù gǔ,531
身躯,body,shēn qū,532
洗衣机,Washing machine,xǐ yī jī,533
远近,Far and near,yuǎn jìn,534
殖民地,colony,zhí mín dì,535
车轮,wheel,chē lún,536
脚踏实地,down-to-earth,jiǎo tà shí dì,537
隶属,subjection,lì shǔ,538
人世,Human life,rén shì,539
任教,teach,rèn jiào,540
辩证法,Dialectics,biàn zhèng fǎ,541
掺,Blending,chān,542
吵架,quarrel,chǎo jià,543
举手,raise hands,jǔ shǒu,544
聘用,employ,pìn yòng,545
忍心,Have the heart,rěn xīn,546
说了算,Have the final say,shuō le suàn,547
外围,peripheral,wài wéi,548
想必,presumably,xiǎng bì,549
坟墓,grave,fén mù,550
赖以,to rely on,lài yǐ,551
连任,Reelection,lián rèn,552
扫除,cleaning,sǎo chú,553
头疼,headache,tóu téng,554
杂文,essay,zá wén,555
战机,Fighter,zhàn jī,556
终日,all day,zhōng rì,557
悲壮,heroically tragic,bēi zhuàng,558
别说,Don&apos;t say it,bié shuō,559
名言,well-known saying,míng yán,560
拟定,Draft,nǐ dìng,561
四肢,limb,sì zhī,562
微型,miniature,wēi xíng,563
香味,aroma,xiāng wèi,564
胸膛,chest,xiōng táng,565
征程,journey,zhēng chéng,566
志愿军,a volunteer,zhì yuàn jūn,567
酿成,Brewing,niàng chéng,568
炮弹,shell,pào dàn,569
思绪,Thoughts,sī xù,570
帮教,Help and teach,bāng jiào,571
沉积,deposition,chén jī,572
丰满,plump,fēng mǎn,573
高官,high-ranking official,gāo guān,574
毁坏,destroy,huǐ huài,575
降雨,rainfall,jiàng yǔ,576
兽医,veterinary,shòu yī,577
肆虐,Rampant,sì nvè,578
穴,hole,xué,579
译本,translation,yì běn,580
真实性,Authenticity,zhēn shí xìng,581
正要,just,zhèng yào,582
政变,coup,zhèng biàn,583
碍,Hindrance,ài,584
车门,car door,chē mén,585
风声,sound of wind,fēng shēng,586
航道,channel,háng dào,587
快车,Express,kuài chē,588
面色,Complexion,miàn sè,589
名副其实,be worthy of the name,míng fù qí shí,590
谦虚,modest,qiān xū,591
受骗,be deceived,shòu piàn,592
治愈,cure,zhì yù,593
传记,biography,zhuàn jì,594
自有,have,zì yǒu,595
变质,deterioration,biàn zhì,596
残忍,cruel,cán rěn,597
长处,Strengths,cháng chu,598
底蕴,details,dǐ yùn,599
受害,Victimization,shòu hài,600
通航,be open to navigation,tōng háng,601
锌,zinc,xīn,602
不约而同,do or think the same without prior consulation,bù yuē ér tóng,603
村落,village,cūn luò,604
返乡,Return home,fǎn xiāng,605
后顾之忧,"any menace from the "" rear",hòu gù zhī yōu,606
纪念日,anniversaries of important events,jì niàn rì,607
假使,If,jiǎ shǐ,608
苗木,a seedling,miáo mù,609
培,Training,péi,610
张扬,Publicity,zhāng yáng,611
法令,act,fǎ lìng,612
横向,transverse,héng xiàng,613
男单,men &apos;s singles,nán dān,614
疯子,crazy,fēng zǐ,615
开国,The founding of China,kāi guó,616
匮乏,deficient,kuì fá,617
留守,Stay at home,liú shǒu,618
绒,Cashmere,róng,619
炭,charcoal,tàn,620
诊所,clinic,zhěn suǒ,621
额度,quota,é dù,622
家禽,poultry,jiā qín,623
单,single,shàn,624
调配,Deployment,tiáo pèi,625
驻外,Overseas,zhù wài,626
筹划,to plan,chóu huà,627
辍学,Drop out,chuò xué,628
规程,rules,guī chéng,629
上头,go to the head,shàng tou,630
微妙,subtle,wēi miào,631
辗转,Twists and turns,zhǎn zhuǎn,632
吃喝,Eat and drink,chī hē,633
出战,Go to war,chū zhàn,634
归结,resolution,guī jié,635
迷惑,confuse,mí huò,636
欣然,Gladly,xīn rán,637
成年人,adult,chéng nián rén,638
合一,Unity,hé yī,639
激素,hormone,jī sù,640
前身,predecessor,qián shēn,641
样本,sample,yàng běn,642
语调,intonation,yǔ diào,643
自己,own,zì jǐ,644
荡荡,Swagger,dàng dàng,645
基石,footstone,jī shí,646
庙会,temple fair,miào huì,647
全权,plenipotentiary,quán quán,648
生产方式,Mode of production,shēng chǎn fāng shì,649
手腕,wrist,shǒu wàn,650
展厅,Exhibition hall,zhǎn tīng,651
遵照,Comply with,zūn zhào,652
好汉,hero,hǎo hàn,653
火热,fiery,huǒ rè,654
清脆,Crisp,qīng cuì,655
下意识,Subconscious,xià yì shí,656
自尽,Commit suicide,zì jìn,657
半天,Half a day,bàn tiān,658
罢工,strike,bà gōng,659
不公,Unfairness,bù gōng,660
登台,to be on stage,dēng tái,661
独有,alone possess,dú yǒu,662
明月,bright moon,míng yuè,663
无需,No need,wú xū,664
主人翁,Master,zhǔ rén wēng,665
访谈,interview,fǎng tán,666
戈壁,gobi,gē bì,667
抗争,Struggle,kàng zhēng,668
老者,old man,lǎo zhě,669
聋,deaf,lóng,670
梦幻,dream,mèng huàn,671
特邀,Special invitation,tè yāo,672
威严,dignified,wēi yán,673
治污,bring pollution under control,zhì wū,674
冬奥会,Winter Olympics,dōng ào huì,675
冷落,Cold shoulder,lěng luò,676
舍得,Willing,shě de,677
小车,Car,xiǎo chē,678
原野,a wide field,yuán yě,679
镇定,calm,zhèn dìng,680
昂贵,expensive,áng guì,681
哽咽,Choking,gěng yè,682
脊梁,back,jǐ liáng,683
家政,Housekeeping,jiā zhèng,684
勘察,survey,kān chá,685
求学,Study,qiú xué,686
试想,Think about it,shì xiǎng,687
暑期,summer vacation time,shǔ qī,688
探险,explore,tàn xiǎn,689
医疗队,medical team,yī liáo duì,690
白人,White people,bái rén,691
放射,radiation,fàng shè,692
谎言,lie,huǎng yán,693
荔枝,litchi,lì zhī,694
人手,hand,rén shǒu,695
私有,private,sī yǒu,696
作法,practice,zuò fǎ,697
做文章,Make an article,zuò wén zhāng,698
采伐,logging,cǎi fá,699
除夕,New year&apos;s Eve,chú xī,700
加倍,double,jiā bèi,701
泉水,spring water,quán shuǐ,702
思想家,thinker,sī xiǎng jiā,703
打赢,Win,dǎ yíng,704
电影院,cinema,diàn yǐng yuàn,705
反问,Rhetorical question,fǎn wèn,706
关中,Guanzhong,guān zhōng,707
海岛,island,hǎi dǎo,708
觉醒,awaken,jué xǐng,709
盲人,blind,máng rén,710
事事,everything,shì shì,711
淹,Submergence,yān,712
蕴含,contain,yùn hán,713
召回,recall,zhào huí,714
汽,steam,qì,715
潜艇,submarine,qián tǐng,716
无心,Unintentional,wú xīn,717
逼人,Compelling,bī rén,718
濒临,On the verge of,bīn lín,719
户外,outdoors,hù wài,720
加油,come on.,jiā yóu,721
区位,Location,qū wèi,722
书信,letter,shū xìn,723
苏维埃,soviet,sū wéi āi,724
下台,Step down,xià tái,725
印章,seal,yìn zhāng,726
自强不息,unremitting self-improvement,zì qiáng bù xī,727
归侨,Returned overseas Chinese,guī qiáo,728
花儿,flower,huā ér,729
近似,approximate,jìn sì,730
失衡,unbalance,shī héng,731
守信,Keep one&apos;s word,shǒu xìn,732
错综复杂,perplexing,cuò zōng fù zá,733
款项,Money,kuǎn xiàng,734
难于,difficult,nán yú,735
施加,exert,shī jiā,736
手绢,handkerchief,shǒu juàn,737
庸俗,vulgar,yōng sú,738
共和,republic,gòng hé,739
团聚,reunite,tuán jù,740
细雨,Drizzle,xì yǔ,741
行进,travel,xíng jìn,742
波浪,wave,bō làng,743
出血,hemorrhage,chū xiě,744
归属,ascription,guī shǔ,745
紧缺,lack,jǐn quē,746
磕头,Kowtow,kē tóu,747
清澈,clear,qīng chè,748
涉外,concerning foreign affairs or foreign nationals,shè wài,749
衰老,be senile,shuāi lǎo,750
意料,Expect,yì liào,751
凡事,everything,fán shì,752
会面,meet,huì miàn,753
积极分子,activist,jī jí fēn zǐ,754
吉祥,auspicious,jí xiáng,755
倾注,Pour in,qīng zhù,756
素材,source material,sù cái,757
网络化,Networking,wǎng luò huà,758
愚昧,Folly,yú mèi,759
房东,landlord or landlady,fáng dōng,760
放假,to be on holiday,fàng jià,761
环绕,surround,huán rào,762
激战,fierce fighting,jī zhàn,763
妥当,appropriate,tuǒ dang,764
雄伟,magnificent,xióng wěi,765
质问,question,zhì wèn,766
处以,give a sentence of,chǔ yǐ,767
非但,Not only,fēi dàn,768
国产化,Localization,guó chǎn huà,769
数值,numerical value,shù zhí,770
月刊,monthly,yuè kān,771
正当,proper,zhèng dāng,772
蔽,Cover up,bì,773
炒作,publicity stunt,chǎo zuò,774
讴歌,eulogize,ōu gē,775
盛开,In full bloom,shèng kāi,776
西服,man &apos;s suit,xī fú,777
下调,Down,xià tiáo,778
咦,Why,yí,779
桂冠,Laurel,guì guān,780
行情,quotation,háng qíng,781
黑社会,underworld,hēi shè huì,782
激荡,Agitation,jī dàng,783
指挥员,commander,zhǐ huī yuán,784
中专,secondary specialized school,zhōng zhuān,785
主席台,Rostrum,zhǔ xí tái,786
畅谈,Talk freely,chàng tán,787
大案,major case,dà àn,788
功劳,credit,gōng láo,789
回扣,Rebate,huí kòu,790
机体,organism,jī tǐ,791
加固,reinforce,jiā gù,792
瞟,Glance at,piǎo,793
随笔,informal essay,suí bǐ,794
蚊子,mosquito,wén zǐ,795
午,Afternoon,wǔ,796
要害,The key,yào hài,797
早餐,breakfast,zǎo cān,798
知觉,perception,zhī jué,799
专版,Special Edition,zhuān bǎn,800
癌,cancer,ái,801
公理,axiom,gōng lǐ,802
顾及,take into account,gù jí,803
汉人,the han people,hàn rén,804
旧址,former site,jiù zhǐ,805
量,amount,liàng,806
路灯,street lamp,lù dēng,807
求实,Be realistic,qiú shí,808
事态,situation,shì tài,809
朝阳,Chaoyang,cháo yáng,810
链条,chain,liàn tiáo,811
留念,As a memento,liú niàn,812
马驹,Foal,mǎ jū,813
伍,five,wǔ,814
销路,Market,xiāo lù,815
百分之百,one hundred percent,bǎi fēn zhī bǎi,816
