phrase,en,pronunciation,id
翻覆,Overturn,fān fù,202
凡庸,Mediocrity,fán yōng,203
反坐,Sit back,fǎn zuò,204
返聘,rehire after retirement,fǎn pìn,205
返销粮,Grain for sale,fǎn xiāo liáng,206
匪患,Banditry,fěi huàn,207
狒狒,Baboon,fèi fèi,208
分利,share benefits,fēn lì,209
浮子,float,fú zǐ,210
复印纸,Copy paper,fù yìn zhǐ,211
副伤寒,Paratyphoid fever,fù shāng hán,212
覆水难收,spilled water cannot be gathered up,fù shuǐ nán shōu,213
干连,Ganlian,gān lián,214
赶浪头,Catch the wave,gǎn làng tóu,215
赶先进,catch up with the advanced,gǎn xiān jìn,216
感愤,be moved to indignation,gǎn fèn,217
纲举目张,"once the headrope of a fishing net is pulled out , all its meshes open",gāng jǔ mù zhāng,218
高丽参,Gao Lishen,gāo lí cān,219
耕织,Ploughing and weaving,gēng zhī,220
羹匙,Spoon,gēng chí,221
哽噎,choke,gěng yē,222
公方,state&apos;s side,gōng fāng,223
攻城略地,take cities and seize territory,gōng chéng luè dì,224
咕噜,Gulu,gū lu,225
呱呱落地,Quack to the ground,gū gū luò de,226
姑妄言之,just talk for the sake of talking,gū wàng yán zhī,227
故伎,Old trick,gù jì,228
故技,Old tricks,gù jì,229
雇佣兵,Mercenary,gù yōng bīng,230
瓜藤,melon vine,guā téng,231
瓜子儿脸,Melon seed face,guā zǐ ér liǎn,232
挂表,pocket watch,guà biǎo,233
挂锁,Padlock,guà suǒ,234
光控,Light control,guāng kòng,235
光溜,smooth,guāng liu,236
海禁,Sea ban,hǎi jìn,237
海蓝,Sea blue,hǎi lán,238
海洋权,Maritime rights,hǎi yáng quán,239
含怨,Resentment,hán yuàn,240
寒蝉,Cold cicada,hán chán,241
寒鸦,Jackdaw,hán yā,242
豪语,Bold language,háo yǔ,243
合口,Closure,hé kǒu,244
河南梆子,Henan clapper opera,hé nán bāng zi,245
河南坠子,Henan Zhuizi,hé nán zhuì zi,246
红焖,stew in soy sauce,hóng mèn,247
洪炉,Honglu,hóng lú,248
后魏,The later Wei Dynasty,hòu wèi,249
胡蜂,wasp,hú fēng,250
虎气,Tiger Qi,hǔ qì,251
怙恶不悛,remain impenitent,hù è bù quān,252
花托,Receptacle,huā tuō,253
华胄,Chinese people,huá zhòu,254
华族,Chinese people,huá zú,255
画苑,Art Garden,huà yuàn,256
缓办,Postponement,huǎn bàn,257
荒诞无稽,fantastic and absurd,huāng dàn wú jī,258
黄灯,Yellow light,huáng dēng,259
黄酱,Yellow sauce,huáng jiàng,260
黄梨,Pineapple,huáng lí,261
黄鼬,yellow weasel,huáng yòu,262
惶遽,Panic,huáng jù,263
灰沉沉,leaden,huī chén chén,264
会道门,Huidaomen,huì dào mén,265
惠顾,Patronage,huì gù,266
活地图,walking map—person who knows a locality well,huó dì tú,267
活罪,A living sin,huó zuì,268
挤牙膏,Squeezing toothpaste,jǐ yá gāo,269
家景,family financial situation,jiā jǐng,270
尖嘴猴腮,one &apos;s mouth sticks out and one has a chin like an ape &apos;s.,jiān zuǐ hóu sāi,271
间不容发,not a hair &apos;s breadth in between,jiān bù róng fà,272
犍牛,Qianniu,jiān niú,273
简括,In brief,jiǎn kuò,274
箭镞,Arrowheads,jiàn zú,275
交电,of transportation and household electric appliances,jiāo diàn,276
狡兔三窟,the wily hare has three holes to his burrow,jiǎo tù sān kū,277
借词,loan,jiè cí,278
借势,Take advantage of the situation,jiè shì,279
进益,Jinyi,jìn yì,280
精忠,Jingzhong,jīng zhōng,281
净利,Net profit,jìng lì,282
净心,Pure heart,jìng xīn,283
捐弃,Give up,juān qì,284
军运,military transportation,jūn yùn,285
开戒,Start to abstain,kāi jiè,286
开快车,Drive fast,kāi kuài chē,287
磕打,Knock,kē da,288
空文,Empty words,kōng wén,289
口快,Eloquence,kǒu kuài,290
口蜜腹剑,play a double game,kǒu mì fù jiàn,291
寇仇,Kou Qiu,kòu chóu,292
哭天抹泪,wail and whine,kū tiān mǒ lèi,293
款爷,rich man,kuǎn yé,294
筐子,small basket,kuāng zǐ,295
喟叹,Sigh,kuì tàn,296
垃圾食品,junk food,lā jī shí pǐn,297
腊味,Preserved meat,là wèi,298
癞子,Leprosy,lài zi,299
勒紧裤带,Tighten your belt,lè jǐn kù dài,300
俚俗,Slang,lǐ sú,301
良药苦口,good medicine tastes bitter,liáng yào kǔ kǒu,302
猎潜艇,Submarine hunting,liè qián tǐng,303
邻人,neighbour,lín rén,304
临帖,Calligraphy,lín tiè,305
柳杉,Cryptomeria fortunei,liǔ shā,306
龙潭虎穴,a chasm for dragon to hide or a cave for tigers to have their lair,lóng tán hǔ xué,307
隆盛,Longsheng,lóng shèng,308
卤肉,pot-stewed meat,lǔ ròu,309
律例,laws,lv4 lì,310
轮盘,Roulette,lún pán,311
骆驼刺,Camel thorn,luò tuó cì,312
马粪纸,Horse dung paper,mǎ fèn zhǐ,313
卖身投靠,hire oneself out to,mài shēn tóu kào,314
瞒哄,To deceive,mán hǒng,315
没的说,No need to say,méi de shuō,316
玫瑰紫,dark red,méi guī zǐ,317
门镜,The door mirror,mén jìng,318
孟秋,Meng Qiu,mèng qiū,319
米尺,Meter ruler,mǐ chǐ,320
棉铃,Cotton boll,mián líng,321
灭火剂,Fire extinguishing agent,miè huǒ jì,322
灭杀,kill,miè shā,323
明抢,Mingrob,míng qiǎng,324
铭感,Impression,míng gǎn,325
模压,Molding,mó yā,326
磨具,Abrasives,mó jù,327
磨洗,erode,mó xǐ,328
木简,inscribed wooden slip,mù jiǎn,329
墓表,Epitaph,mù biǎo,330
奶声奶气,affectedly sweet,nǎi shēng nǎi qì,331
挠痒,Tickle,náo yǎng,332
柠檬汁,lemon juice,níng méng zhī,333
牛脖子,bullheadedness,niú bó zǐ,334
脓肿,abscess,nóng zhǒng,335
排尾,Tail row,pái wěi,336
陪房,Companion room,péi fang,337
赔钱货,Losing money,péi qián huò,338
配载,allocate vehicles to transport sth.,pèi zài,339
皮脂,sebum,pí zhī,340
片儿警,A policeman,piàn er jǐng,341
漂染,Bleaching and dyeing,piǎo rǎn,342
蒲柳,big catkin willow,pú liǔ,343
七零八碎,bits and pieces,qī líng bā suì,344
漆匠,painter,qī jiàng,345
企管,management of an enterprise,qǐ guǎn,346
起端,Starting point,qǐ duān,347
气冲牛斗,the vapour rose up to the sky,qì chōng niú dǒu,348
气筒,Inflator,qì tǒng,349
气味相投,have the same likes and dislikes,qì wèi xiāng tóu,350
牵念,Care about,qiān niàn,351
签字笔,Signature pen,qiān zì bǐ,352
潜泳,Diving,qián yǒng,353
噙泪,Full of tears,qín lèi,354
氢氧化物,hydroxide,qīng yǎng huà wù,355
清火,relieve inflammation or internal heat,qīng huǒ,356
屈才,do work unworthy of one&apos;s talents,qū cái,357
去声,the falling tone,qù shēng,358
任随,allow free rein,rèn suí,359
容光,Rong Guang,róng guāng,360
肉案,meat counter,ròu àn,361
如履平地,as easily as walking on firm earth,rú lv3 píng dì,362
乳臭,odor of milk,rǔ xiù,363
入超,Entering the super market,rù chāo,364
软磨硬泡,Hard and soft,ruǎn mó yìng pào,365
三角板,Triangle plate,sān jiǎo bǎn,366
沙里淘金,obtain gold by washing it from sand and gravel,shā lǐ táo jīn,367
沙参,Sea cucumber,shā cān,368
山岚,Mountain haze,shān lán,369
山桃,mountain peach,shān táo,370
商借,negotiate to borrow,shāng jiè,371
上膘,Fattening,shàng biāo,372
上刑,Go to jail,shàng xíng,373
上账,Account,shàng zhàng,374
神品,Divine goods,shén pǐn,375
声门,glottis,shēng mén,376
失时,Lost time,shī shí,377
师训,teacher&apos;s instructions,shī xùn,378
狮子大开口,open one&apos;s mouth wide,shī zi dà kāi kǒu,379
试手,Try it,shì shǒu,380
嗜欲,Lust,shì yù,381
誓不两立,swear not to exist together under the same heaven,shì bù liǎng lì,382
手札,Letter,shǒu zhá,383
守职,faithfully discharge one&apos;s duties,shǒu zhí,384
爽身粉,Talcum powder,shuǎng shēn fěn,385
松脆,fluffy and crisp,sōng cuì,386
松气,relax one &apos;s efforts,sōng qì,387
素洁,Simple and clean,sù jié,388
炭化,carbonization,tàn huà,389
炭盆,charcoal brazier,tàn pén,390
糖弹,sugar-coated bullet,táng dàn,391
糖稀,thin malt sugar,táng xī,392
桃符,Taofu,táo fú,393
套头衫,Pullover,tào tóu shān,394
添堵,bring vexation to,tiān dǔ,395
条绒,Velvet,tiáo róng,396
贴合,Fit,tiē hé,397
贴水,Premium,tiē shuǐ,398
铁脚板,iron soles,tiě jiǎo bǎn,399
捅马蜂窝,Poke a beehive,tǒng mǎ fēng wō,400
痛经,dysmenorrhea,tòng jīng,401
头名,First name,tóu míng,402
秃尾巴,tailless,tū wěi ba,403
土疙瘩,clod of earth,tǔ gē da,404
外籍华人,Chinese of foreign nationality,wài jí huá rén,405
外来词,Loanwords,wài lái cí,406
外域,Outland,wài yù,407
挽词,eulogy,wǎn cí,408
万事通,everything goes well and smoothly,wàn shì tōng,409
蔓儿,Vine,wàn er,410
萎蔫,Wilting,wěi niān,411
瓮中之鳖,a rat in a hole,wèng zhōng zhī biē,412
无尽无休,endless,wú jìn wú xiū,413
无影灯,Shadowless lamp,wú yǐng dēng,414
五四青年节,May Fourth Youth Day,wǔ sì qīng nián jié,415
误餐,late for a meal,wù cān,416
喜联,Happy couplet,xǐ lián,417
虾皮,Shrimp skin,xiā pí,418
夏衣,Summer clothes,xià yī,419
显耀,Show off,xiǎn yào,420
险毒,Dangerous poison,xiǎn dú,421
县治,county government,xiàn zhì,422
线装本,Thread bound edition,xiàn zhuāng běn,423
销售处,Sales Office,xiāo shòu chǔ,424
蝎虎,Scorpion tiger,xiē hǔ,425
邪门歪道,crooked means,xié mén wāi dào,426
卸除,Remove,xiè chú,427
心裁,Mental style,xīn cái,428
新闻片,Newsreel,xīn wén piàn,429
信皮儿,Xinpi er,xìn pí er,430
行猎,go hunting,xíng liè,431
修明,Xiuming,xiū míng,432
袖套,Cuff,xiù tào,433
虚耗,waste,xū hào,434
虚胖,Puffiness,xū pàng,435
虚热,Asthenia heat,xū rè,436
喧笑,Boisterous laughter,xuān xiào,437
旋绕,Winding,xuán rào,438
血仇,Blood feud,xuè chóu,439
熏风,warm southerly breeze,xūn fēng,440
牙雕,Ivory carving,yá diāo,441
牙口,Mouth of teeth,yá kǒu,442
烟霭,Haze,yān ǎi,443
延后,Delay,yán hòu,444
延性,ductility,yán xìng,445
眼拙,my bad memory,yǎn zhuō,446
演绎法,Deductive method,yǎn yì fǎ,447
仰给,Yanggei,yǎng jǐ,448
吆呼,Yell,yāo hū,449
杳如黄鹤,gone like the yellow stork,yǎo rú huáng hè,450
鹞鹰,Harrier Hawk,yào yīng,451
业精于勤,efficiency comes from diligence,yè jīng yú qín,452
叶子烟,dried tobacco leaves,yè zi yān,453
夜游神,Wandering at night,yè yóu shén,454
一二·九运动,December 9th Movement,yī èr jiǔ yùn dòng,455
一呼百诺,have hundreds of attendants at one &apos;s beck and call,yī hū bǎi nuò,456
一米线,one metre line,yī mǐ xiàn,457
一目十行,read ten lines at one glance,yī mù shí háng,458
一年生,annual,yī nián shēng,459
依凭,Rely on,yī píng,460
以工代干,Work for work,yǐ gōng dài gān,461
艺林,Art forest,yì lín,462
阴面,Shady face,yīn miàn,463
阴囊,scrotum,yīn náng,464
音乐片,music movie,yīn yuè piàn,465
吟风弄月,sing of the moon and the wind,yín fēng nòng yuè,466
银婚,Silver wedding,yín hūn,467
鹰洋,Yingyang,yīng yáng,468
迎迓,Welcome,yíng yà,469
勇将,fearless general,yǒng jiāng,470
用项,Usage,yòng xiàng,471
优遇,Preferential treatment,yōu yù,472
幽闭,Claustrophobia,yōu bì,473
有教无类,make no social distinctions in teaching,yǒu jiào wú lèi,474
有始无终,having a beginning but no end,yǒu shǐ wú zhōng,475
雨披,Poncho,yǔ pī,476
圆雕,circular engravure,yuán diāo,477
月晕,lunar halo,yuè yùn,478
芸香,Rutin,yún xiāng,479
孕穗,booting,yùn suì,480
灾患,Disaster,zāi huàn,481
灾殃,Disaster,zāi yāng,482
脏土,rubbish,zāng tǔ,483
斋饭,Fast food,zhāi fàn,484
毡帐,Felt tent,gū zhàng,485
幛子,Aconite,zhàng zǐ,486
招亲,Recruit relatives,zhāo qīn,487
找头,small change,zhǎo tóu,488
遮天盖地,blot out the sky and hide the earth,zhē tiān gài dì,489
针线包,Sewing kit,zhēn xiàn bāo,490
整宿,all night,zhěng sù,491
支差,Branch,zhī chā,492
侄女婿,Nephew son in law,zhí nv3 xu,493
侄孙女,Niece and granddaughter,zhí sūn nv3,494
窒闷,Stifling,zhì mèn,495
置喙,intervene,zhì huì,496
竹鸡,Bambusicola thoracica,zhú jī,497
竹荪,Dictyophora,zhú sūn,498
烛花,Candlelight,zhú huā,499
主理,In charge of,zhǔ lǐ,500
助词,auxiliary word,zhù cí,501
抓点,Focus,zhuā diǎn,502
抓赌,Capture gambling,zhuā dǔ,503
转托,Transfer of trust,zhuǎn tuō,504
转筋,Turn the tendon,zhuàn jīn,505
转门,The revolving door,zhuàn mén,506
转台,Turntable,zhuàn tái,507
赘疣,wart,zhuì yóu,508
准信儿,confirmation,zhǔn xìn ér,509
自寻短见,commit suicide,zì xún duǎn jiàn,510
足跟,heel,zú gēn,511
坐守,Sit on guard,zuò shǒu,512
柞木,toothed oak,zuò mù,513
岸然,Shore ran,àn rán,514
暗沟,Underdrain,àn gōu,515
把尿,Take a piss,bǎ niào,516
白带,Leucorrhea,bái dài,517
百分数,percentage,bǎi fēn shù,518
百事通,Know it all,bǎi shì tōng,519
伴读,Accompanying reading,bàn dú,520
榜书,List book,bǎng shū,521
榜文,List article,bǎng wén,522
杯弓蛇影,a false alarm,bēi gōng shé yǐng,523
碑碣,stele,bēi jié,524
碑座,pedestal of the tablet,bēi zuò,525
闭经,amenorrhoea,bì jīng,526
编列,List,biān liè,527
标金,Gold standard,biāo jīn,528
兵蚁,soldier ant,bīng yǐ,529
博识,Knowledgeable,bó shí,530
薄田,"Usuda ",bó tián,531
布署,Deployment,bù shǔ,532
裁并,Cut and merge,cái bìng,533
采制,Collecting and processing,cǎi zhì,534
苍空,blue sky,cāng kōng,535
草标,Draft,cǎo biāo,536
蟾酥,Toad venom,chán sū,537
长鼓,long drum,cháng gǔ,538
畅怀,to one&apos;s heart&apos;s content,chàng huái,539
超凡人圣,The great man,chāo fán rén shèng,540
超俗,free from worldly concerns,chāo sú,541
炒肝儿,stir-fried liver,chǎo gān er,542
沉雷,Deep thunder,chén léi,543
称孤道寡,address oneself as king,chēng gū dào guǎ,544
成品粮,processed grain,chéng pǐn liáng,545
呈正,Positive,chéng zhèng,546
逞威风,lord over sb.,chěng wēi fēng,547
吃劲,Hard work,chī jìn,548
赤地千里,a scene of utter desolation,chì dì qiān lǐ,549
抽成,take a percentage,chōu chéng,550
初生之犊,newborn calf,chū shēng zhī dú,551
黜免,Dethrone,chù miǎn,552
穿靴戴帽,Wear boots and hats,chuān xuē dài mào,553
传告,Preach,chuán gào,554
窗沿,Windowsill,chuāng yán,555
锤打,hammer,chuí dǎ,556
疵点,defect,cī diǎn,557
词锋,vigour or pungency of style,cí fēng,558
脆亮,Crisp and bright,cuì liàng,559
翠蓝,Turquoise blue,cuì lán,560
撮要,Summary,cuō yào,561
错爱,Wrong love,cuò ài,562
打棍子,Hit the stick,dǎ gùn zi,563
打晃,sway before falling down,dǎ huàng,564
大料,Big materials,dà liào,565
大篆,Da Zhuan,dà zhuàn,566
单干户,a peasant family still farming on its own after agricultural cooperation,dān gàn hù,567
淡入,Fade in,dàn rù,568
刀子嘴,Knife mouth,dāo zǐ zuǐ,569
倒刺,Barb,dào cì,570
抵交,hand in sth. as a substitute for sth. else,dǐ jiāo,571
抵账,Pay off,dǐ zhàng,572
底墒,Soil moisture,dǐ shāng,573
底薪,Base salary,dǐ xīn,574
骶骨,sacrum,dǐ gǔ,575
滇剧,Yunnan Opera,diān jù,576
电烤炉,Electric oven,diàn kǎo lú,577
雕漆,carved lacquer ware,diāo qī,578
掉色,fade,diào shǎi,579
顶岗,Post replacement,dǐng gǎng,580
顶罪,be equal to the crime,dǐng zuì,581
定项,constant,dìng xiàng,582
豆腐乳,Fermented bean curd,dòu fǔ rǔ,583
豆渣,Bean dregs,dòu zhā,584
毒刺,Stinger,dú cì,585
毒腺,poison gland,dú xiàn,586
赌鬼,confirmed gambler,dǔ guǐ,587
端丽,Duanli,duān lì,588
队礼,Young Pioneer &apos;s salute,duì lǐ,589
遁迹,Escape,dùn jì,590
发排,Hair arrangement,fā pái,591
发哑,Hoarseness,fā yǎ,592
飞跨,cross swiftly,fēi kuà,593
非独,Not alone,fēi dú,594
非驴非马,neither an ass nor a horse,fēi lv2 fēi mǎ,595
肥实,Fat and solid,féi shí,596
分离器,separator,fēn lí qì,597
粉蝶,Colias,fěn dié,598
风流云散,go with the wind,fēng liú yún sàn,599
风圈,Wind circle,fēng quān,600
封河,River closure,fēng hé,601
封妻荫子,win a noble position for oneself and for one &apos;s wife and leave it to one &apos;s posterity,fēng qī yìn zǐ,602
麸子,Bran,fū zǐ,603
幅宽,width of cloth,fú kuān,604
辅币,Token,fǔ bì,605
父训,Father&apos;s admonition,fù xùn,606
妇女病,women &apos;s disease,fù nv3 bìng,607
高知,Gao Zhi,gāo zhī,608
搁放,Put aside,gē fàng,609
格物致知,thinking & walking,gé wù zhì zhī,610
工本,cost,gōng běn,611
工作母机,Machine tool,gōng zuò mǔ jī,612
公私兼顾,take both public and private interests into account,gōng sī jiān gù,613
公余,spare time,gōng yú,614
估产,Yield estimation,gū chǎn,615
孤峰,Gufeng,gū fēng,616
古奥,Gu Ao,gǔ ào,617
谷糠,Rice bran,gǔ kāng,618
呱唧,Quack,guā ji,619
挂件,Pendant,guà jiàn,620
关碍,Get in the way of,guān ài,621
观察室,Observation Room,guān chá shì,622
官逼民反,"being oppressed by officials , the masses revolt against them",guān bī mín fǎn,623
官称,Official name,guān chēng,624
广货,Guanghuo,guǎng huò,625
广求,Guangqiu,guǎng qiú,626
鬼名堂,Ghost Hall,guǐ míng táng,627
滚雷,Rolling thunder,gǔn léi,628
果酸,Fructic acid,guǒ suān,629
酣醉,be dead drunk,hān zuì,630
邯郸学步,imitate others and thus lose one &apos;s own individuality,hán dān xué bù,631
号筒,trumpet,hào tǒng,632
合当,be fated,hé dāng,633
河防,River defense,hé fáng,634
黑白片,Black and white film,hēi bái piàn,635
黑米,Black rice,hēi mǐ,636
哼哧,Wheezing,hēng chī,637
红蜘蛛,Red spider,hóng zhī zhū,638
洪量,Flood volume,hóng liàng,639
瘊子,Scrofula,hóu zǐ,640
互勉,encourage each other,hù miǎn,641
花把式,florist,huā bǎ shi,642
黄色炸药,Yellow explosive,huáng sè zhà yào,643
回神,Come back,huí shén,644
回文,Palindrome,huí wén,645
惠临,Huilin,huì lín,646
混世魔王,a fiend in human shape,hùn shì mó wáng,647
或然,probable,huò rán,648
祸起萧墙,troubles start inside the house,huò qǐ xiāo qiáng,649
偈语,Verse,jì yǔ,650
夹墙,Sandwich wall,jiā qiáng,651
肩窝,Shoulder socket,jiān wō,652
交合,Copulation,jiāo hé,653
交运,Transportation,jiāo yùn,654
交杂,Mixed,jiāo zá,655
交战国,The Warring States,jiāo zhàn guó,656
脚链,Anklet,jiǎo liàn,657
教唆犯,Abettor,jiào suō fàn,658
