phrase,en,pronunciation,id
便,then,biàn,168
同志,comrade,tóng zhì,169
发展,development,fā zhǎn,170
即,Namely,jí,171
日本,Japan,rì běn,172
总,total,zǒng,173
因此,therefore,yīn cǐ,174
对于,about,duì yú,175
领导,leader,lǐng dǎo,176
带,belt,dài,177
既,as well as,jì,178
时候,time,shí hòu,179
钱,money,qián,180
自,since,zì,181
政府,government,zhèng fǔ,182
吃,eat,chī,183
非,wrong,fēi,184
决定,decision,jué dìng,185
进,enter,jìn,186
还是,still,hái shi,187
受,suffer,shòu,188
国,country,guó,189
应该,should,yīng gāi,190
近,near,jìn,191
美,beautiful,měi,192
政治,Politics,zhèng zhì,193
话,word,huà,194
公司,company,gōng sī,195
干部,cadre,gàn bù,196
出现,appear,chū xiàn,197
开,open,kāi,198
一切,everything,yī qiè,199
研究,Research,yán jiū,200
认识,know,rèn shi,201
写,write,xiě,202
十分,very,shí fēn,203
十,ten,shí,204
站,station,zhàn,205
之间,between,zhī jiān,206
问,ask,wèn,207
希望,hope,xī wàng,208
快,fast,kuài,209
虽然,although,suī rán,210
相,mutually,xiāng,211
美国,U.S.A,měi guó,212
知道,know,zhī dào,213
讲,speak,jiǎng,214
大家,everybody,dà jiā,215
学校,school,xué xiào,216
组织,organization,zǔ zhī,217
见,see,jiàn,218
由于,because,yóu yú,219
正在,In progress,zhèng zài,220
法,method,fǎ,221
表示,express,biǎo shì,222
一样,equally,yī yàng,223
活动,activity,huó dòng,224
如何,how,rú hé,225
教育,education,jiào yù,226
书,book,shū,227
据,according to,jù,228
城市,city,chéng shì,229
道,Avenue,dào,230
艺术,Art,yì shù,231
经济,Economics,jīng jì,232
以及,as well as,yǐ jí,233
部,Ministry,bù,234
影响,influence,yǐng xiǎng,235
太,too,tài,236
其中,among,qí zhōng,237
学,learn,xué,238
先生,sir,xiān shēng,239
完全,completely,wán quán,240
连,even,lián,241
主要,main,zhǔ yào,242
继续,continue,jì xù,243
头,head,tóu,244
革命,revolution,gé mìng,245
之后,after,zhī hòu,246
参加,participate in,cān jiā,247
能够,can,néng gòu,248
住,live,zhù,249
上海,Shanghai,shàng hǎi,250
经过,after,jīng guò,251
非常,very,fēi cháng,252
低,low,dī,253
甚至,even to the extent that,shèn zhì,254
听,hear,tīng,255
先,before,xiān,256
一直,always,yī zhí,257
学习,study,xué xí,258
仍,still,réng,259
办,do,bàn,260
所以,therefore,suǒ yǐ,261
代表,representative,dài biǎo,262
变,change,biàn,263
最后,last,zuì hòu,264
一起,Together,yī qǐ,265
万,ten thousand,wàn,266
所有,All,suǒ yǒu,267
那么,that,nà me,268
心,heart,xīn,269
越,Yue,yuè,270
较,relatively,jiào,271
办法,way,bàn fǎ,272
路,road,lù,273
有些,Some,yǒu xiē,274
未,not,wèi,275
通过,adopt,tōng guò,276
找,look for,zhǎo,277
按,Press,àn,278
拿,take,ná,279
解决,solve,jiě jué,280
一般,commonly,yī bān,281
另,another,lìng,282
经,through,jīng,283
半,half,bàn,284
强,strong,qiáng,285
或者,perhaps,huò zhě,286
时代,times,shí dài,287
手,hand,shǒu,288
作品,works,zuò pǐn,289
不断,constantly,bù duàn,290
以后,in the future,yǐ hòu,291
关于,about,guān yú,292
青年,youth,qīng nián,293
各种,various,gè zhǒng,294
真,really,zhēn,295
其他,other,qí tā,296
农民,a farmer,nóng mín,297
那些,those,nà xiē,298
余,more than,yú,299
段,paragraph,duàn,300
有的,"yes , we have",yǒu de,301
买,buy,mǎi,302
根本,at all,gēn běn,303
县,county,xiàn,304
作者,author,zuò zhě,305
者,person,zhě,306
请,please,qǐng,307
叫,call,jiào,308
感到,feel,gǎn dào,309
怎么,Yes?,zěn me,310
任何,whatever,rèn hé,311
六,six,liù,312
表现,performance,biǎo xiàn,313
反,back,fǎn,314
存在,existence,cún zài,315
然而,however,rán ér,316
准备,get ready,zhǔn bèi,317
送,give,sòng,318
约,about,yuē,319
比较,compare,bǐ jiào,320
书记,secretary,shū jì,321
爱,love,ài,322
单位,Company,dān wèi,323
群众,The masses,qún zhòng,324
应当,should,yīng dāng,325
王,king,wáng,326
早,Good morning!,zǎo,327
女,female,nv3,328
门,door,mén,329
个人,personal,gè rén,330
座,Seat,zuò,331
全国,whole country,quán guó,332
意义,significance,yì yì,333
花,flower,huā,334
条件,condition,tiáo jiàn,335
环境,environment,huán jìng,336
了解,understand,liǎo jiě,337
搞,get,gǎo,338
力量,power,lì liang,339
不仅,Not only,bù jǐn,340
目前,at present,mù qián,341
经验,experience,jīng yàn,342
产生,produce,chǎn shēng,343
真正,real,zhēn zhèng,344
回,return,huí,345
队,team,duì,346
有关,of,yǒu guān,347
字,word,zì,348
会议,meeting,huì yì,349
生命,life,shēng mìng,350
今年,this year,jīn nián,351
努力,strive,nǔ lì,352
靠,by,kào,353
八,eight,bā,354
市,city,shì,355
类,class,lèi,356
共,common,gòng,357
意见,opinion,yì jiàn,358
死,die,sǐ,359
民族,nation,mín zú,360
块,block,kuài,361
只要,as long as,zhǐ yào,362
文学,literature,wén xué,363
成功,success,chéng gōng,364
变化,change,biàn huà,365
句,sentence,jù,366
管,Tube,guǎn,367
你们,You,nǐ men,368
指,finger,zhǐ,369
地区,region,dì qū,370
方,square,fāng,371
和,and,hé,372
项,term,xiàng,373
注意,be careful,zhù yì,374
当然,of course,dāng rán,375
达,reach,dá,376
面,noodles,miàn,377
坐,sit,zuò,378
家庭,family,jiā tíng,379
原因,reason,yuán yīn,380
进入,get into,jìn rù,381
病,illness,bìng,382
介绍,introduce,jiè shào,383
下来,come down,xià lái,384
事情,thing,shì qing,385
方式,mode,fāng shì,386
首,first,shǒu,387
计划,plan,jì huà,388
人类,human beings,rén lèi,389
报告,report,bào gào,390
世纪,century,shì jì,391
方法,method,fāng fǎ,392
入,enter,rù,393
信,letter,xìn,394
化,turn,huà,395
步,step,bù,396
生,living,shēng,397
声,sound,shēng,398
图,chart,tú,399
电话,Telephone,diàn huà,400
能力,ability,néng lì,401
片,slice,piàn,402
作用,effect,zuò yòng,403
台,platform,tái,404
如此,such,rú cǐ,405
困难,difficulty,kùn nan,406
多少,How many?,duō shǎo,407
打,hit,dǎ,408
为什么,Why?,wèi shén me,409
随着,along with,suí zhe,410
谈,talk,tán,411
支,branch,zhī,412
村,village,cūn,413
米,rice,mǐ,414
农村,countryside,nóng cūn,415
具有,have,jù yǒu,416
现代,modern,xiàn dài,417
全部,whole,quán bù,418
运动,motion,yùn dòng,419
原,primary,yuán,420
内容,content,nèi róng,421
帮助,help,bāng zhù,422
文艺,literature,wén yì,423
放,discharge,fàng,424
主任,director,zhǔ rèn,425
别,other,bié,426
事业,cause,shì yè,427
汽车,automobile,qì chē,428
李,Li,lǐ,429
技术,technology,jì shù,430
中央,center,zhōng yāng,431
口,mouth,kǒu,432
跟,With,gēn,433
极,extremely,jí,434
记者,reporter,jì zhě,435
只是,just,zhǐ shì,436
报,newspaper,bào,437
人员,personnel,rén yuán,438
以来,since,yǐ lái,439
边,edge,biān,440
觉得,think,jué de,441
您,you,nín,442
双,double,shuāng,443
左右,about,zuǒ yòu,444
建设,build,jiàn shè,445
利用,utilize,lì yòng,446
称,call,chēng,447
怎样,how,zěn yàng,448
行为,behavior,xíng wéi,449
于是,therefore,yú shì,450
朋友,friend,péng yǒu,451
正是,Exactly,zhèng shì,452
受到,suffer,shòu dào,453
人物,character,rén wù,454
深,deep,shēn,455
接受,accept,jiē shòu,456
来到,come,lái dào,457
百,hundred,bǎi,458
这么,such,zhè me,459
山,mountain,shān,460
电,electric,diàn,461
发表,publish,fā biǎo,462
些,some,xiē,463
原来,original,yuán lái,464
生产,production,shēng chǎn,465
往,to,wǎng,466
大学,university,dà xué,467
认真,earnest,rèn zhēn,468
过程,process,guò chéng,469
有人,Someone,yǒu rén,470
风,wind,fēng,471
创造,create,chuàng zào,472
抓,grab,zhuā,473
增加,increase,zēng jiā,474
不过,however,bù guò,475
以上,above,yǐ shàng,476
七,seven,qī,477
它们,they,tā men,478
南,south,nán,479
无法,unable,wú fǎ,480
时期,period,shí qī,481
更加,More,gèng jiā,482
传统,tradition,chuán tǒng,483
支持,support,zhī chí,484
根据,according to,gēn jù,485
市场,market,shì chǎng,486
包括,include,bāo kuò,487
直接,direct,zhí jiē,488
份,share,fèn,489
机会,opportunity,jī huì,490
政策,policy,zhèng cè,491
科学,science,kē xué,492
几乎,almost,jī hū,493
提高,increase,tí gāo,494
批,batch,pī,495
金,gold,jīn,496
坚持,insist,jiān chí,497
可是,however,kě shì,498
实际,actual,shí jì,499
完成,complete,wán chéng,500
引起,cause,yǐn qǐ,501
代,generation,dài,502
责任,responsibility,zé rèn,503
后来,later,hòu lái,504
劳动,labour,láo dòng,505
任务,task,rèn wu,506
知识,knowledge,zhī shi,507
周,week,zhōu,508
部队,troops,bù duì,509
底,bottom,dǐ,510
部分,part,bù fen,511
母亲,mother,mǔ qīn,512
首先,first,shǒu xiān,513
期,stage,qī,514
保护,protect,bǎo hù,515
理论,theory,lǐ lùn,516
形式,form,xíng shì,517
医院,hospital,yī yuàn,518
不可,must not,bù kě,519
云,cloud,yún,520
行动,get some action,xíng dòng,521
仍然,still,réng rán,522
处理,handle,chǔ lǐ,523
远,far,yuǎn,524
去年,last year,qù nián,525
形成,formation,xíng chéng,526
跑,run,pǎo,527
改变,change,gǎi biàn,528
那样,like that,nà yàng,529
香港,Hong Kong,xiāng gǎng,530
相信,believe,xiāng xìn,531
九,nine,jiǔ,532
中,in,zhōng,533
老师,teacher,lǎo shī,534
新闻,Journalism,xīn wén,535
红,red,hóng,536
仅,only,jǐn,537
地位,status,dì wèi,538
除了,except,chú le,539
企业,enterprise,qǐ yè,540
刚,Just.,gāng,541
加,plus,jiā,542
终于,finally,zhōng yú,543
主席,chairman,zhǔ xí,544
严重,serious,yán zhòng,545
容易,easily,róng yì,546
法律,law,fǎ lv4,547
建立,establish,jiàn lì,548
还,still,hái,549
其实,actually,qí shí,550
服务,service,fú wù,551
意识,consciousness,yì shí,552
自由,free,zì yóu,553
实现,realization,shí xiàn,554
着,means,zhe,555
那,that,nà,556
光,light,guāng,557
达到,achieve,dá dào,558
然后,then,rán hòu,559
战争,Warfare,zhàn zhēng,560
态度,attitude,tài du,561
改革,reform,gǎi gé,562
不是,no,bù shì,563
现实,reality,xiàn shí,564
种,species,zhǒng,565
说明,explain,shuō míng,566
使用,use,shǐ yòng,567
初,first,chū,568
回答,answer,huí dá,569
马,horse,mǎ,570
共同,common,gòng tóng,571
卖,sell,mài,572
规定,regulations,guī dìng,573
一下,once,yī xià,574
管理,Administration,guǎn lǐ,575
越来越,more and more,yuè lái yuè,576
如今,nowadays,rú jīn,577
社会主义,socialist,shè huì zhǔ yì,578
年代,years,nián dài,579
变成,become,biàn chéng,580
中心,core,zhōng xīn,581
北,north,běi,582
东,east,dōng,583
父亲,father,fù qīn,584
国际,international,guó jì,585
高兴,happy,gāo xìng,586
理解,understand,lǐ jiě,587
保持,keep,bǎo chí,588
了,It's over,le,589
当,When,āng,590
选择,choice,xuǎn zé,591
某,some,mǒu,592
心理,psychology,xīn lǐ,593
尽管,although,jǐn guǎn,594
气,gas,qì,595
且,And,qiě,596
斗争,struggle,dòu zhēng,597
反对,opposition,fǎn duì,598
创作,a literary creation,chuàng zuò,599
虽,although,suī,600
造成,cause,zào chéng,601
是否,whether,shì fǒu,602
下去,down,xià qù,603
总是,always,zǒng shì,604
派,send,pài,605
获得,get,huò dé,606
联系,contact,lián xì,607
之一,one of,zhī yī,608
也是,Yes,yě shì,609
城,city,chéng,610
所谓,so-called,suǒ wèi,611
安排,arrange,ān pái,612
目的,objective,mù dì,613
伟大,great,wěi dà,614
工人,worker,gōng rén,615
制度,system,zhì dù,616
精神,spirit,jīng shén,617
小时,hour,xiǎo shí,618
似乎,it seems that,sì hū,619
篇,piece,piān,620
制,system,zhì,621
没,no,méi,622
下午,afternoon,xià wǔ,623
算,count,suàn,624
乱,chaos,luàn,625
谁,who,shéi,626
黑,black,hēi,627
尤其,especially,yóu qí,628
老人,the elderly,lǎo rén,629
部门,department,bù mén,630
儿,son,ér,631
水平,level,shuǐ píng,632
按照,according to,àn zhào,633
机关,office,jī guān,634
心里,In the heart,xīn lǐ,635
民,civil,mín,636
离开,leave,lí kāi,637
身体,body,shēn tǐ,638
层,layer,céng,639
笑,laugh,xiào,640
吗,Is that right,ma,641
面前,before,miàn qián,642
基础,Basics,jī chǔ,643
树,tree,shù,644
别人,others,bié ren,645
海,sea,hǎi,646
常,often,cháng,647
以前,before,yǐ qián,648
军,army,jūn,649
读,read,dú,650
性,nature,xìng,651
价值,value,jià zhí,652
套,set,tào,653
干,dry,gàn,654
结束,end,jié shù,655
妇女,woman,fù nv3,656
教授,professor,jiào shòu,657
军事,military,jūn shì,658
基本,basic,jī běn,659
儿子,Son,ér zi,660
西,west,xī,661
除,except,chú,662
区,area,qū,663
改,change,gǎi,664
并且,also,bìng qiě,665
那里,Where?,nà li,666
均,all,jūn,667
画,painting,huà,668
建,build,jiàn,669
满,full,mǎn,670
统一,unified,tǒng yī,671
重新,again,chóng xīn,672
方向,direction,fāng xiàng,673
活,live,huó,674
子,son,zǐ,675
往往,often,wǎng wǎng,676
考虑,consider,kǎo lv4,677
重大,major,zhòng dà,678
收,collect,shōu,679
旧,used,jiù,680
之中,in,zhī zhōng,681
人才,personnel,rén cái,682
总统,president,zǒng tǒng,683
感觉,feel,gǎn jué,684
清,clear,qīng,685
具体,specific,jù tǐ,686
式,type,shì,687
文章,article,wén zhāng,688
现象,phenomenon,xiàn xiàng,689
立即,immediately,lì jí,690
材料,Material Science,cái liào,691
不得,must not,bù dé,692
定,set,dìng,693
证明,prove,zhèng míng,694
热,heat,rè,695
年轻,young,nián qīng,696
年青,young,nián qīng,697
接,meet,jiē,698
事实,fact,shì shí,699
白,white,bái,700
分别,part,fēn bié,701
矛盾,contradiction,máo dùn,702
不再,No more,bù zài,703
积极,positive,jī jí,704
语言,language,yǔ yán,705
千,thousand,qiān,706
巨大,huge,jù dà,707
节,section,jié,708
安全,security,ān quán,709
提供,provide,tí gōng,710
讨论,discuss,tǎo lùn,711
取得,obtain,qǔ dé,712
始终,throughout,shǐ zhōng,713
程度,degree,chéng dù,714
留,stay,liú,715
分析,analysis,fēn xī,716
消息,news,xiāo xī,717
检查,inspect,jiǎn chá,718
宣传,propaganda,xuān chuán,719
世界,world,shì jiè,720
相当,Quite,xiāng dāng,721
好,good,hǎo,722
英国,britain,yīng guó,723
合作,cooperation,hé zuò,724
发出,issue,fā chū,725
电影,film,diàn yǐng,726
另外,in addition,lìng wài,727
身上,On the body,shēn shang,728
线,Line,xiàn,729
肯定,sure,kěn dìng,730
举行,hold,jǔ xíng,731
目标,target,mù biāo,732
反映,reflect,fǎn yìng,733
量,amount,liáng,734
笔,pen,bǐ,735
医生,doctor,yī shēng,736
成立,establish,chéng lì,737
交,hand over,jiāo,738
充分,to the full,chōng fèn,739
林,Forest,lín,740
突然,suddenly,tū rán,741
工程,engineering,gōng chéng,742
户,household,hù,743
一边,one side,yī biān,744
永远,forever,yǒng yuǎn,745
标准,standard,biāo zhǔn,746
原则,principle,yuán zé,747
同样,same,tóng yàng,748
控制,control,kòng zhì,749
队伍,ranks,duì wu,750
结构,structure,jié gòu,751
晚上,night,wǎn shang,752
指出,point out,zhǐ chū,753
调查,investigation,diào chá,754
立,stand,lì,755
农业,Agriculture,nóng yè,756
家里,of one&apos;s own unit,jiā lǐ,757
难,hard,nán,758
清楚,clear,qīng chǔ,759
采取,take,cǎi qǔ,760
群,group,qún,761
集中,focus,jí zhōng,762
进一步,further,jìn yī bù,763
明显,obvious,míng xiǎn,764
粮食,foodstuff,liáng shi,765
省,province,shěng,766
结合,combination,jié hé,767
保证,ensure,bǎo zhèng,768
团,group,tuán,769
过,too,guò,770
喜欢,like,xǐ huān,771
动,move,dòng,772
最近,lately,zuì jìn,773
穿,Wear,chuān,774
文,writing,wén,775
收入,income,shōu rù,776
求,seek,qiú,777
实行,implement,shí xíng,778
提,carry,tí,779
及,and,jí,780
面对,face,miàn duì,781
愿意,be willing,yuàn yì,782
厂,factory,chǎng,783
系统,system,xì tǒng,784
形象,image,xíng xiàng,785
竟,unexpectedly,jìng,786
晚,night,wǎn,787
短,short,duǎn,788
国内,domestic,guó nèi,789
离,leave,lí,790
人生,life,rén shēng,791
权,power,quán,792
辆,Vehicles,liàng,793
股,thigh,gǔ,794
充满,full,chōng mǎn,795
论,theory,lùn,796
负责,be responsible for,fù zé,797
感情,feeling,gǎn qíng,798
利益,interest,lì yì,799
等等,wait,děng děng,800
和平,peace,hé píng,801
声音,voice,shēng yīn,802
观念,concept,guān niàn,803
经常,often,jīng cháng,804
敢,dare,gǎn,805
关心,care,guān xīn,806
解释,explain,jiě shì,807
道德,morality,dào dé,808
愿,wish,yuàn,809
还有,also,hái yǒu,810
情,feeling,qíng,811
同学,classmate,tóng xué,812
进步,progress,jìn bù,813
力,power,lì,814
她们,they,tā men,815
单,single,dān,816
经营,management,jīng yíng,817
作家,writer,zuò jiā,818
根,root,gēn,819
占,occupy,zhàn,820
教师,teacher,jiào shī,821
记,remember,jì,822
回来,come back,huí lái,823
场,site,chǎng,824
出版,publish,chū bǎn,825
组,group,zǔ,826
退,retreat,tuì,827
也许,perhaps,yě xǔ,828
重,heavy,zhòng,829
加强,strengthen,jiā qiáng,830
办公室,office,bàn gōng shì,831
健康,healthy,jiàn kāng,832
换,change,huàn,833
道路,road,dào lù,834
完,finish,wán,835
迅速,rapid,xùn sù,836
属,genus,shǔ,837
正确,correct,zhèng què,838
产品,product,chǎn pǐn,839
信息,information,xìn xī,840
深入,thorough,shēn rù,841
胜利,victory,shèng lì,842
拉,PULL,lā,843
发挥,develop,fā huī,844
读者,readers,dú zhě,845
眼睛,eye,yǎn jīng,846
船,ship,chuán,847
简单,simple,jiǎn dān,848
神,god,shén,849
飞,fly,fēi,850
台湾,Taiwan,tái wān,851
留下,leave behind,liú xià,852
怕,fear,pà,853
只,only,zhǐ,854
忙,busy,máng,855
女子,woman,nv3 zǐ,856
排,Row,pái,857
偏,partial,piān,858
曾经,once,céng jīng,859
项目,project,xiàng mù,860
专家,expert,zhuān jiā,861
重视,importance,zhòng shì,862
来自,come from,lái zì,863
设计,Design,shè jì,864
黄,yellow,huáng,865
丰富,rich,fēng fù,866
理想,ideal,lǐ xiǎng,867
流,flow,liú,868
公,common,gōng,869
双方,both sides,shuāng fāng,870
言,word,yán,871
刘,Liu,liú,872
欢迎,welcome,huān yíng,873
恢复,recovery,huī fù,874
院,courtyard,yuàn,875
唱,sing,chàng,876
不足,Insufficient,bù zú,877
属于,belong to,shǔ yú,878
工业,Industry,gōng yè,879
音乐,music,yīn yuè,880
主,main,zhǔ,881
满足,satisfy,mǎn zú,882
掉,fall,diào,883
包,package,bāo,884
战,war,zhàn,885
质量,quality,zhì liàng,886
自然,natural,Zì rán,887
抓住,grasp,zhuā zhù,888
帮,help,bāng,889
日子,days,rì zi,890
期间,period,qī jiān,891
投资,investment,tóu zī,892
法国,France,fǎ guó,893
过去,past times,guò qù,894
紧张,nervous,jǐn zhāng,895
眼,eye,yǎn,896
夜,night,yè,897
平,flat,píng,898
比赛,match,bǐ sài,899
阶段,stage,jiē duàn,900
开发,development,kāi fā,901
范围,Range,fàn wéi,902
关,shut,guān,903
分钟,minute,fēn zhōng,904
不知,ignorance,bù zhī,905
大会,an assembly,dà huì,906
总理,prime minister,zǒng lǐ,907
江,river,jiāng,908
楼,floor,lóu,909
全面,comprehensive,quán miàn,910
未来,future,wèi lái,911
京,Beijing,jīng,912
河,river,hé,913
人口,population,rén kǒu,914
扩大,expand,kuò dà,915
即使,even if,jí shǐ,916
军队,army,jūn duì,917
难以,difficult to,nán yǐ,918
外国,foreign country,wài guó,919
先进,advanced,xiān jìn,920
银行,bank,yín háng,921
事件,event,shì jiàn,922
热情,enthusiasm,rè qíng,923
常常,often,cháng cháng,924
强烈,strong,qiáng liè,925
必要,necessary,bì yào,926
文明,civilization,wén míng,927
手段,means,shǒu duàn,928
级,level,jí,929
亩,Mu,mǔ,930
建议,proposal,jiàn yì,931
镇,town,zhèn,932
女儿,daughter,nv3 ér,933
特殊,special,tè shū,934
装,pretend,zhuāng,935
陈,Chen,chén,936
复杂,complex,fù zá,937
战士,warrior,zhàn shì,938
作为,As,zuò wéi,939
形势,situation,xíng shì,940
无论,whether,wú lùn,941
机构,mechanism,jī gòu,942
执行,implement,zhí xíng,943
讲话,speech,jiǎng huà,944
以为,think,yǐ wéi,945
若,if,ruò,946
乡,country,xiāng,947
同意,agree!,tóng yì,948
分子,molecule,fèn zǐ,949
望,at,wàng,950
摆,pendulum,bǎi,951
实践,practice,shí jiàn,952
科技,science and technology,kē jì,953
建筑,Architecture,jiàn zhù,954
尚,still,shàng,955
语,language,yǔ,956
之前,before,zhī qián,957
广大,vast,guǎng dà,958
届,session,jiè,959
那个,that,nà ge,960
班,class,bān,961
长期,long-term,cháng qī,962
观,view,guān,963
专门,specialized,zhuān mén,964
取,take,qǔ,965
大量,of large number,dà liàng,966
改造,reform,gǎi zào,967
土,Soil,tǔ,968
民主,democratic,mín zhǔ,969
成绩,achievement,chéng jì,970
随,along with,suí,971
父母,parent,fù mǔ,972
倍,times,bèi,973
史,history,shǐ,974
培养,culture,péi yǎng,975
哪里,where?,nǎ li,976
杯,cup,bēi,977
强调,emphasize,qiáng diào,978
相互,mutual,xiāng hù,979
毛,hair,máo,980
保,protect,bǎo,981
超过,exceed,chāo guò,982
正式,formal,zhèng shì,983
著名,famous,zhù míng,984
诗,poetry,shī,985
章,chapter,zhāng,986
批评,criticism,pī píng,987
稳定,stable,wěn dìng,988
明白,Understand?,míng bái,989
停,stop,tíng,990
出口,Export,chū kǒu,991
重点,a key,zhòng diǎn,992
朝,towards,cháo,993
资金,capital,zī jīn,994
指导,guidance,zhǐ dǎo,995
英,Britain,yīng,996
状态,state,zhuàng tài,997
祖国,motherland,zǔ guó,998
不但,Not only,bù dàn,999
借,borrow,jiè,1000
报道,report,bào dào,1001
药,drug,yào,1002
开展,develop,kāi zhǎn,1003
投入,investment,tóu rù,1004
身,body,shēn,1005
高度,height,gāo dù,1006
直,straight,zhí,1007
独立,independent,dú lì,1008
电视,television,diàn shì,1009
妈妈,mom,mā mā,1010
职工,workers,zhí gōng,1011
男,male,nán,1012
增长,increase,zēng zhǎng,1013
各地,all places,gè dì,1014
费,fee,fèi,1015
有时,Sometimes,yǒu shí,1016
深刻,profound,shēn kè,1017
以下,following,yǐ xià,1018
刚刚,just,gāng gāng,1019
主张,opinion,zhǔ zhāng,1020
教,teach,jiào,1021
明确,to make clear,míng què,1022
习惯,habit,xí guàn,1023
调整,adjustment,tiáo zhěng,1024
交通,traffic,jiāo tōng,1025
因素,factor,yīn sù,1026
养,raise,yǎng,1027
行政,administration,xíng zhèng,1028
挂,hang,guà,1029
追求,pursuit,zhuī qiú,1030
物,matter,wù,1031
关键,crux,guān jiàn,1032
措施,measures,cuò shī,1033
坚决,firm,jiān jué,1034
承认,admit,chéng rèn,1035
实,real,shí,1036
集,collection,jí,1037
效果,effect,xiào guǒ,1038
德国,Germany,dé guó,1039
草,grass,cǎo,1040
宣布,announce,xuān bù,1041
上午,morning,shàng wǔ,1042
知,know,zhī,1043
共产党,the Communist Party,gòng chǎn dǎng,1044
失去,lose,shī qù,1045
资源,resources,zī yuán,1046
减少,reduce,jiǎn shǎo,1047
断,break,duàn,1048
领域,field,lǐng yù,1049
封,seal,fēng,1050
先后,successively,xiān hòu,1051
今后,henceforth,jīn hòu,1052
促进,promote,cù jìn,1053
经历,experience,jīng lì,1054
有效,Effective,yǒu xiào,1055
特点,characteristic,tè diǎn,1056
位置,position,wèi zhi,1057
现代化,modernization,xiàn dài huà,1058
就要,be going to,jiù yào,1059
价格,Price,jià gé,1060
部长,minister,bù cháng,1061
